batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Rhys Hoskins,656555,3,2025,0.667,1,0.666,0.5,0.286,96.4
Travis Bazzana,683953,1,2026,1.0,1,0.499,1.0,0.0,97.3
Angel Martínez,682657,4,2024–2026,0.5,0,0.474,0.0,0.0,66.9
Nathaniel Lowe,663993,4,2025–2026,0.5,1,0.423,0.25,0.0,77.1
Patrick Bailey,672275,3,2024–2025,0.0,0,0.239,0.0,0.143,86.9
José Ramírez,608070,6,2024–2026,0.0,0,0.191,0.6,0.0,92.3
Jo Adell,666176,7,2024–2026,0.143,1,0.189,0.333,0.444,77.1
Steven Kwan,680757,5,2024–2026,0.0,0,0.15,0.0,0.0,83.9
Brayan Rocchio,677587,5,2024–2026,0.2,0,0.147,0.2,0.182,90.0
Chase DeLauter,800050,3,2026,0.0,0,0.051,0.5,0.111,91.0
Austin Hedges,595978,2,2026,0.0,0,0.034,0.0,0.25,78.1
