batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Carter Jensen,695600,3,2026,0.333,1,0.68,0.5,0.5,91.2
Josh Rojas,668942,2,2022–2024,0.5,0,0.62,0.5,0.429,89.3
Michael Massey,686681,5,2025–2026,0.6,0,0.496,0.2,0.0,87.4
Jac Caglianone,695506,5,2025–2026,0.2,0,0.345,1.0,0.333,107.6
Bobby Witt Jr.,677951,14,2022–2026,0.286,0,0.321,0.333,0.278,92.8
Starling Marte,516782,2,2024,0.0,0,0.295,0.0,0.6,87.2
Salvador Perez,521692,9,2022–2026,0.333,0,0.256,0.545,0.333,93.3
Lane Thomas,657041,2,2024,1.0,0,0.236,0.0,0.25,74.0
Isaac Collins,686555,3,2026,0.333,0,0.192,0.0,0.4,79.6
John Rave,670231,4,2025,0.25,0,0.156,1.0,0.714,98.9
