batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Corbin Carroll,682998,8,2023–2026,0.5,0,0.492,0.286,0.167,87.3
James McCann,543510,1,2022,1.0,0,0.433,0.0,0.0,75.1
Adrian Del Castillo,680728,6,2025–2026,0.667,0,0.384,0.667,0.0,97.0
Tim Tawa,694374,2,2026,0.5,0,0.317,0.0,0.5,79.1
Geraldo Perdomo,672695,8,2022–2026,0.25,0,0.312,0.222,0.067,83.6
Nolan Arenado,571448,3,2026,0.333,0,0.247,0.333,0.0,81.6
Ketel Marte,606466,6,2022–2026,0.167,0,0.212,0.25,0.214,83.0
Max Kepler,596146,6,2024–2025,0.167,0,0.17,0.5,0.308,93.2
Ildemaro Vargas,545121,2,2022–2023,0.0,0,0.151,0.0,0.333,74.8
Gabriel Moreno,672515,1,2023,0.0,0,0.0,,0.5,
