batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Ian Happ,664023,5,2019–2025,0.2,0,0.677,0.667,0.444,109.4
Pete Crow-Armstrong,691718,3,2025,1.0,1,0.636,0.333,0.2,88.8
Dansby Swanson,621020,4,2020–2025,0.25,0,0.49,0.5,0.0,87.7
Miguel Amaya,665804,3,2025,0.333,0,0.466,0.333,0.143,86.0
Nico Hoerner,663538,6,2023–2025,0.333,0,0.416,0.2,0.125,85.9
Seiya Suzuki,673548,4,2023–2025,0.0,0,0.357,0.5,0.25,95.7
Alex Bregman,608324,4,2020–2025,0.25,1,0.297,0.25,0.0,87.9
Michael Conforto,624424,2,2023,0.0,0,0.292,1.0,0.0,101.0
Carson Kelly,608348,2,2022,0.5,0,0.239,1.0,0.5,109.4
Michael Busch,683737,3,2025,0.0,0,0.012,0.0,0.25,81.0
