batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Jonny DeLuca,676356,1,2024,0.0,0,0.52,0.0,0.0,49.9
Cedric Mullins,656775,8,2024–2025,0.5,1,0.491,0.714,0.0,98.6
Yandy Díaz,650490,7,2024–2025,0.286,1,0.454,0.429,0.0,92.7
Ben Williamson,810938,3,2025,0.333,0,0.357,0.0,0.4,82.5
Junior Caminero,691406,3,2025,0.333,0,0.307,0.333,0.2,82.4
Jonathan Aranda,666018,5,2024–2025,0.4,0,0.27,0.5,0.143,94.8
Ryan Vilade,668723,1,2024,0.0,0,0.246,1.0,0.0,96.3
Chandler Simpson,802415,3,2025,0.333,0,0.138,0.0,0.4,72.8
Richie Palacios,680700,3,2023,0.0,0,0.086,0.0,0.0,79.1
Nick Fortes,663743,5,2021–2025,0.0,0,0.03,0.0,0.273,83.5
