batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Bryson Stott,681082,1,2024,0.0,0,0.725,1.0,0.0,102.7
Garrett Stubbs,596117,1,2023,1.0,0,0.603,0.0,0.0,72.1
Luis Arraez,650333,1,2026,1.0,0,0.481,0.0,0.333,93.1
Trea Turner,607208,3,2022–2023,0.667,0,0.445,0.667,0.2,98.7
J.T. Realmuto,592663,2,2020–2023,1.0,1,0.406,0.5,0.0,97.3
Kyle Schwarber,656941,4,2021–2024,0.0,0,0.219,0.25,0.143,90.5
Derek Hill,656537,3,2022,0.0,0,0.172,,0.857,
Alec Bohm,664761,1,2025,0.0,0,,,0.0,
Brandon Marsh,669016,1,2025,1.0,0,,1.0,0.5,101.2
Bryan De La Cruz,650559,1,2025,1.0,0,,0.0,0.0,61.6
Edmundo Sosa,624641,1,2020,0.0,0,,1.0,0.0,96.5
