batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Jake Bauers,641343,7,2024–2026,0.714,1,0.593,1.0,0.227,106.2
Jackson Chourio,694192,11,2024–2026,0.455,0,0.522,0.545,0.129,92.5
Cooper Pratt,806198,1,2026,1.0,0,0.493,0.0,0.0,78.2
Garrett Mitchell,669003,8,2022–2026,0.375,0,0.319,0.286,0.125,82.9
Christian Yelich,592885,12,2022–2025,0.167,1,0.318,0.333,0.2,87.0
Brice Turang,668930,18,2023–2026,0.389,0,0.317,0.667,0.219,94.0
William Contreras,661388,17,2022–2026,0.176,1,0.286,0.5,0.161,89.5
Sal Frelick,686217,15,2023–2026,0.267,0,0.237,0.333,0.042,86.2
Joey Ortiz,687401,9,2024–2026,0.222,0,0.169,0.2,0.071,72.1
David Hamilton,666152,6,2024–2026,0.333,0,0.111,0.0,0.25,66.5
Gary Sánchez,596142,2,2023–2024,0.5,0,0.095,0.0,0.0,83.8
