batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Joey Bart,663698,4,2023–2026,0.5,1,0.902,0.2,0.0,84.3
Kyle Farmer,571657,9,2022–2025,0.222,1,0.348,0.25,0.1,85.5
Mauricio Dubón,643289,14,2023–2026,0.214,0,0.314,0.316,0.056,91.7
Michael Harris II,671739,8,2023–2026,0.25,0,0.299,0.111,0.105,76.3
Jorge Mateo,622761,11,2022–2026,0.0,0,0.26,0.364,0.211,87.9
Austin Riley,663586,7,2023–2026,0.143,0,0.236,0.375,0.167,91.9
Matt Olson,621566,6,2023–2026,0.333,0,0.212,0.5,0.333,94.2
Ozzie Albies,645277,9,2023–2026,0.111,0,0.127,0.2,0.125,87.0
Eli White,642201,3,2026,0.0,0,0.007,0.0,0.667,83.9
Brewer Hicklen,676551,1,2024,0.0,0,,1.0,0.0,95.4
