batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Sal Stewart,701398,5,2025–2026,0.2,1,0.731,1.0,0.182,105.5
Michael Toglia,669911,0,2024,,0,0.689,,0.0,
Matt McLain,680574,5,2025–2026,0.4,1,0.548,0.6,0.125,93.0
Noelvi Marte,682622,9,2023–2026,0.333,1,0.481,0.4,0.167,92.0
Jose Trevino,624431,6,2023–2025,0.5,1,0.441,0.333,0.091,88.4
Dane Myers,667472,8,2023–2026,0.375,0,0.375,0.571,0.083,87.7
Elly De La Cruz,682829,10,2023–2025,0.2,0,0.336,0.571,0.214,95.9
Ke'Bryan Hayes,663647,18,2022–2025,0.222,0,0.301,0.4,0.133,94.5
Tyler Stephenson,663886,4,2023–2025,0.0,0,0.299,1.0,0.3,103.3
JJ Bleday,668709,5,2020–2026,0.2,0,0.233,0.4,0.0,91.9
TJ Friedl,670770,9,2023–2025,0.111,0,0.16,0.125,0.154,87.3
Eugenio Suárez,553993,6,2025–2026,0.0,0,0.143,0.0,0.417,77.2
