batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Paul Goldschmidt,502671,9,2019–2023,0.444,1,0.595,0.75,0.118,96.7
José Caballero,676609,3,2024–2025,0.333,0,0.51,0.667,0.0,99.1
Ryan McMahon,641857,4,2022–2025,0.25,0,0.459,0.667,0.167,87.8
Trent Grisham,663757,21,2022–2025,0.19,2,0.406,0.333,0.069,88.0
Heliot Ramos,671218,7,2024–2026,0.429,0,0.376,0.4,0.385,81.9
Austin Wells,669224,12,2023–2025,0.25,0,0.325,0.5,0.118,92.5
Amed Rosario,642708,10,2021–2024,0.3,0,0.304,0.25,0.222,83.6
Ben Rice,700250,15,2024–2025,0.267,0,0.282,0.667,0.185,96.1
Luis García Jr.,671277,7,2022–2026,0.286,0,0.236,0.286,0.071,78.2
Jazz Chisholm Jr.,665862,21,2022–2025,0.19,0,0.131,0.154,0.229,82.5
