batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Dylan Crews,686611,4,2025–2026,0.5,0,0.597,0.75,0.429,101.8
CJ Abrams,682928,8,2025–2026,0.5,0,0.552,0.375,0.083,90.0
Daylen Lile,695734,7,2025–2026,0.429,0,0.523,0.571,0.067,95.5
José Tena,677588,4,2026,0.0,0,0.417,1.0,0.333,103.8
Andrés Chaparro,665953,1,2026,0.0,0,0.367,0.0,0.0,85.0
Brady House,691781,3,2026,0.333,0,0.287,0.5,0.2,77.9
Abimelec Ortiz,694673,2,2026,0.0,0,0.286,0.0,0.4,90.6
Jacob Young,696285,4,2026,0.0,0,0.259,0.0,0.143,74.8
Keibert Ruiz,660688,2,2026,0.0,0,0.115,0.0,0.0,80.0
Jorbit Vivas,678391,2,2026,0.0,0,0.05,0.0,0.0,87.7
Nasim Nuñez,683083,4,2026,0.0,0,0.024,0.0,0.143,60.6
