batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Joc Pederson,592626,0,2026,,0,0.698,,,
Elias Díaz,553869,5,2023–2026,0.0,0,0.511,1.0,0.889,103.9
Jake Burger,669394,6,2025–2026,0.5,1,0.497,0.286,0.0,84.2
Wyatt Langford,694671,6,2025–2026,0.0,0,0.432,0.2,0.091,87.0
Cody Freeman,683227,4,2025–2026,0.5,0,0.268,0.2,0.0,67.1
Brandon Nimmo,607043,6,2026,0.333,0,0.258,0.333,0.385,86.3
Justin Foscue,679822,3,2026,0.333,0,0.244,0.333,0.167,86.8
Ezequiel Duran,677649,4,2026,0.25,0,0.211,0.0,0.333,77.9
Logan O'Hoppe,681351,2,2026,0.5,0,0.058,0.0,0.0,60.0
Corey Seager,608369,4,2025–2026,0.0,0,0.058,0.5,0.083,89.5
Danny Jansen,643376,1,2025,0.0,0,0.0,,1.0,
Evan Carter,694497,2,2026,0.0,0,0.0,0.0,0.571,37.4
