batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Alex Call,669743,3,2025,0.333,0,0.585,0.667,0.0,94.8
Freddie Freeman,518692,41,2017–2025,0.39,2,0.481,0.486,0.095,92.4
Mookie Betts,605141,10,2017–2025,0.3,0,0.432,0.2,0.176,87.8
Tommy Edman,669242,4,2022–2025,0.25,0,0.427,0.0,0.125,81.0
Max Muncy,571970,6,2019–2025,0.167,0,0.414,0.6,0.2,95.5
Will Smith,669257,7,2023–2025,0.429,1,0.388,0.333,0.286,82.0
Teoscar Hernández,606192,34,2018–2025,0.118,0,0.304,0.5,0.305,90.4
Kyle Tucker,663656,14,2021–2025,0.143,0,0.26,0.273,0.189,89.3
Miguel Rojas,500743,16,2017–2025,0.25,0,0.253,0.231,0.098,78.4
Andy Pages,681624,6,2024–2025,0.167,0,0.241,0.667,0.357,97.3
Enrique Hernández,571771,6,2017–2023,0.333,0,0.211,0.667,0.364,88.5
Alex Freeland,690976,3,2025,0.0,0,0.138,0.5,0.0,96.0
