batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Isaac Paredes,670623,10,2023–2025,0.6,1,0.531,0.333,0.1,91.2
LaMonte Wade Jr.,664774,2,2022,0.5,0,0.45,0.0,0.0,80.8
Daulton Varsho,662139,4,2024–2026,0.25,0,0.375,0.333,0.286,86.5
Yainer Diaz,673237,3,2024–2025,0.667,0,0.338,0.5,0.286,104.8
Jeremy Peña,665161,3,2025,0.333,0,0.33,0.667,0.0,96.3
Cam Smith,701358,2,2025,0.5,0,0.322,0.0,0.667,84.1
Christian Walker,572233,8,2022–2025,0.125,0,0.277,0.429,0.143,90.7
Christian Vázquez,543877,4,2021–2025,0.25,0,0.179,0.25,0.286,90.2
Jose Altuve,514888,3,2025,0.0,0,0.146,0.0,0.25,88.8
Nick Allen,669397,2,2025,0.0,0,0.13,1.0,0.2,100.9
Yordan Alvarez,670541,1,2024,0.0,0,,,0.667,
