batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Max Muncy,691777,3,2026,0.667,1,0.91,0.667,0.0,87.2
Zack Gelof,680869,10,2023–2026,0.5,1,0.626,0.444,0.176,91.7
Darell Hernaiz,687231,3,2025,0.333,0,0.436,0.0,0.333,66.2
Donovan Walton,622268,3,2026,0.333,0,0.413,0.0,0.4,89.4
Lawrence Butler,671732,13,2023–2026,0.154,0,0.363,0.7,0.25,92.7
Jeff McNeil,643446,9,2022–2026,0.333,0,0.338,0.333,0.118,85.3
Michael Stefanic,683021,2,2022,0.5,0,0.3,0.5,0.0,86.6
Jonah Heim,641680,21,2022–2026,0.19,0,0.215,0.278,0.17,88.2
Henry Bolte,703607,3,2026,0.333,0,0.142,1.0,0.25,106.8
Alika Williams,675961,3,2026,0.667,0,0.133,0.0,0.0,75.4
Carlos Cortes,666126,2,2025,0.5,0,0.133,0.5,0.0,95.9
Denzel Clarke,672016,3,2026,0.0,0,0.086,0.0,0.0,69.5
Brian Serven,661531,1,2023,1.0,0,,0.0,0.0,
