batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Jo Adell,666176,2,2020–2026,0.0,0,0.758,1.0,0.667,102.6
Travis Bazzana,683953,0,2026,,0,0.729,,,
Patrick Bailey,672275,0,2025,,0,0.691,,0.0,
Angel Martínez,682657,3,2026,0.333,1,0.483,1.0,0.167,103.5
José Ramírez,608070,16,2021–2026,0.438,0,0.438,0.333,0.083,88.2
Austin Hedges,595978,10,2021–2026,0.3,1,0.34,0.444,0.1,90.1
David Fry,681807,5,2023–2026,0.2,0,0.339,0.333,0.125,92.6
Nathaniel Lowe,663993,4,2023–2025,0.25,0,0.289,0.25,0.0,83.4
Steven Kwan,680757,13,2022–2026,0.154,0,0.229,0.25,0.174,81.0
Angel Genao,694197,1,2026,0.0,0,0.178,1.0,0.0,98.5
Brayan Rocchio,677587,6,2024–2026,0.167,0,0.105,0.2,0.222,78.6
Chase DeLauter,800050,3,2026,0.0,0,0.034,0.0,0.3,71.5
Daniel Schneemann,682177,4,2024–2026,0.0,0,0.031,0.0,0.0,82.8
