batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Yordan Alvarez,670541,24,2019–2026,0.5,5,0.702,0.636,0.149,96.0
Taylor Trammell,666211,4,2020–2026,0.5,0,0.49,0.667,0.0,94.8
Jeremy Peña,665161,26,2022–2026,0.346,0,0.423,0.5,0.2,92.1
LaMonte Wade Jr.,664774,5,2021–2024,0.4,1,0.38,1.0,0.455,100.9
Cam Smith,701358,12,2025–2026,0.333,0,0.303,0.364,0.148,85.3
Christian Vázquez,543877,5,2023–2024,0.2,0,0.27,0.4,0.333,78.9
Daulton Varsho,662139,16,2022–2026,0.062,0,0.251,0.4,0.205,93.7
Christian Walker,572233,22,2019–2026,0.136,0,0.249,0.5,0.283,95.4
Nick Allen,669397,10,2022–2023,0.2,0,0.248,0.222,0.385,88.5
Yainer Diaz,673237,17,2023–2026,0.176,0,0.232,0.615,0.245,93.5
Isaac Paredes,670623,24,2022–2026,0.25,1,0.226,0.467,0.233,91.2
Jake Meyers,676694,16,2022–2025,0.188,0,0.2,0.417,0.206,86.8
Jose Altuve,514888,27,2022–2026,0.185,0,0.196,0.312,0.267,79.1
Nelson Velázquez,676369,7,2023–2024,0.143,0,0.083,0.2,0.364,87.7
