batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Andrés Giménez,665926,9,2023–2026,0.444,0,0.521,0.333,0.136,86.3
George Springer,543807,18,2016–2026,0.389,2,0.473,0.389,0.118,86.0
Ernie Clement,676391,9,2024–2026,0.333,1,0.473,0.2,0.0,78.9
Alejandro Kirk,672386,6,2025–2026,0.667,1,0.304,0.8,0.3,99.6
Kazuma Okamoto,672960,8,2026,0.25,0,0.295,0.286,0.333,80.2
Jesús Sánchez,660821,20,2022–2026,0.3,1,0.234,0.25,0.344,86.6
Nathan Lukes,664770,3,2026,0.667,0,0.211,0.0,0.0,83.2
Myles Straw,664702,5,2023–2026,0.0,0,0.188,0.2,0.0,84.3
Brandon Valenzuela,678218,2,2026,0.0,0,0.049,0.0,0.333,87.4
Josh Smith,669701,3,2023–2025,0.0,0,,0.0,0.0,
