batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Nelson Velázquez,676369,6,2023–2024,0.5,1,0.599,0.5,0.182,93.9
Cam Smith,701358,8,2025–2026,0.5,0,0.498,0.25,0.111,87.7
Jeremy Peña,665161,26,2022–2026,0.269,0,0.336,0.375,0.132,83.0
Daulton Varsho,662139,10,2024–2026,0.3,0,0.323,0.4,0.261,86.1
Yordan Alvarez,670541,24,2022–2026,0.25,1,0.293,0.353,0.133,93.3
Yainer Diaz,673237,22,2023–2026,0.273,0,0.279,0.267,0.269,85.6
Christian Vázquez,543877,14,2022–2026,0.286,0,0.266,0.333,0.2,88.0
Jose Altuve,514888,31,2022–2026,0.194,0,0.247,0.207,0.1,82.0
Christian Walker,572233,14,2022–2026,0.214,0,0.232,0.444,0.27,89.7
Isaac Paredes,670623,19,2023–2026,0.421,0,0.215,0.231,0.236,88.1
Nick Allen,669397,9,2022–2026,0.111,0,0.211,0.111,0.118,85.4
Taylor Trammell,666211,6,2026,0.167,0,0.146,0.5,0.308,94.4
LaMonte Wade Jr.,664774,11,2023–2026,0.273,0,0.114,0.125,0.227,84.3
Brice Matthews,694728,2,2026,0.0,0,0.046,1.0,0.4,99.0
