batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Brett Sullivan,664954,0,2025,,0,0.691,,0.0,
TJ Rumfield,681198,3,2026,0.333,1,0.646,0.5,0.2,96.6
Jake McCarthy,664983,3,2025–2026,0.0,0,0.629,0.667,0.5,92.4
Ezequiel Tovar,678662,7,2023–2026,0.286,1,0.546,0.833,0.231,100.9
Edouard Julien,666397,3,2026,0.333,0,0.53,0.5,0.25,88.4
Willi Castro,650489,4,2025–2026,0.25,0,0.414,0.667,0.333,98.7
Hunter Goodman,696100,4,2025–2026,0.0,0,0.308,0.667,0.455,98.3
Troy Johnston,687859,3,2026,0.333,0,0.222,0.5,0.167,96.1
Kyle Karros,691720,5,2025–2026,0.0,0,0.123,0.5,0.273,82.9
Mickey Moniak,666160,5,2023–2025,0.0,0,0.069,0.0,0.3,88.6
Tyler Freeman,671289,2,2025,0.0,0,0.058,0.0,0.6,89.5
