batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Colton Cowser,681297,3,2024,1.0,1,1.074,0.667,0.125,100.6
Gunnar Henderson,683002,3,2024,0.333,1,0.704,0.5,0.3,86.4
Christian Encarnacion-Strand,687952,7,2024–2025,0.143,0,0.322,0.4,0.357,93.2
Taylor Ward,621493,3,2024,0.333,0,0.307,0.5,0.143,88.1
Pete Alonso,624413,23,2020–2025,0.174,0,0.267,0.393,0.273,89.5
Leody Taveras,665750,3,2024,0.333,0,0.232,1.0,0.0,100.8
Tyler O'Neill,641933,5,2019–2023,0.2,0,0.131,0.333,0.636,91.6
Yohel Pozo,650968,2,2025,0.0,0,0.01,0.0,0.375,82.8
Coby Mayo,691723,1,2024,0.0,0,,1.0,0.0,102.0
Jackson Holliday,702616,1,2024,1.0,0,,1.0,0.0,104.4
Jake Rogers,668670,3,2024–2025,0.0,0,,0.5,0.2,87.4
