batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Kyle Schwarber,656941,9,2022–2025,0.444,1,0.573,0.778,0.143,98.5
Bryan De La Cruz,650559,5,2022–2024,0.4,0,0.513,0.75,0.0,94.7
J.T. Realmuto,592663,3,2022–2024,0.333,0,0.435,0.667,0.0,99.4
Luis Arraez,650333,8,2023–2025,0.5,0,0.297,0.25,0.062,89.2
Brandon Marsh,669016,6,2022–2025,0.5,0,0.296,0.5,0.0,92.9
Trea Turner,607208,5,2023–2025,0.2,0,0.28,0.2,0.25,87.0
Alec Bohm,664761,7,2022–2025,0.143,0,0.274,0.6,0.308,94.8
Bryce Harper,547180,4,2023–2025,0.25,0,0.24,0.333,0.286,94.4
Bryson Stott,681082,9,2022–2025,0.222,0,0.198,0.25,0.045,85.9
Derek Hill,656537,0,2025,,0,,,0.0,
