batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Jarred Kelenic,672284,5,2021–2023,0.4,0,0.445,1.0,0.5,98.1
Justin Foscue,679822,8,2026,0.25,1,0.416,0.6,0.385,98.8
Brandon Nimmo,607043,7,2025–2026,0.429,1,0.414,0.75,0.385,98.9
Jake Burger,669394,12,2023–2026,0.167,1,0.373,0.571,0.344,94.5
Corey Seager,608369,23,2021–2026,0.217,1,0.35,0.294,0.404,84.8
Elias Díaz,553869,4,2023–2026,0.5,1,0.292,0.667,0.0,98.7
Ezequiel Duran,677649,26,2022–2026,0.115,1,0.204,0.312,0.303,83.3
Wyatt Langford,694671,11,2024–2026,0.091,1,0.118,0.2,0.4,93.9
Danny Jansen,643376,8,2023–2026,0.125,1,0.105,0.5,0.286,97.4
Cody Freeman,683227,1,2025,0.0,0,0.005,0.0,0.0,74.1
Evan Carter,694497,2,2025,0.0,0,,0.0,0.5,
