batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Yainer Diaz,673237,5,2023–2026,0.4,1,0.575,0.667,0.231,97.2
Yordan Alvarez,670541,10,2023–2026,0.0,0,0.46,0.571,0.19,96.3
Isaac Paredes,670623,11,2023–2026,0.273,0,0.449,0.545,0.059,91.7
Christian Walker,572233,5,2026,0.4,0,0.428,0.333,0.545,90.7
Cam Smith,701358,5,2026,0.4,0,0.396,1.0,0.188,107.8
Taylor Trammell,666211,3,2026,0.0,0,0.381,0.667,0.333,94.9
LaMonte Wade Jr.,664774,2,2026,0.5,0,0.358,0.5,0.0,90.8
Daulton Varsho,662139,11,2023–2024,0.182,1,0.285,0.333,0.037,92.9
Jose Altuve,514888,10,2023–2026,0.3,0,0.258,0.111,0.222,76.9
Jeremy Peña,665161,9,2023–2026,0.333,1,0.22,0.2,0.25,81.5
Christian Vázquez,543877,3,2024–2025,0.333,0,0.2,0.667,0.0,87.6
