batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Dominic Smith,642086,1,2026,1.0,0,0.765,0.0,0.0,79.6
Joey Bart,663698,0,2025,,0,0.707,,,
Michael Harris II,671739,2,2026,0.5,0,0.426,0.5,0.0,101.6
Ozzie Albies,645277,2,2026,0.5,0,0.332,0.5,0.167,89.1
Matt Olson,621566,3,2026,0.667,0,0.242,1.0,0.125,102.4
Ronald Acuña Jr.,660670,3,2026,0.333,0,0.182,0.333,0.0,95.3
Mike Yastrzemski,573262,5,2025–2026,0.0,0,0.119,0.0,0.182,90.3
Austin Riley,663586,3,2026,0.333,0,0.031,0.0,0.429,81.8
Mauricio Dubón,643289,2,2026,0.0,0,0.0,,0.667,
Drake Baldwin,686948,3,2026,0.0,0,0.0,,0.5,
