batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Alec Bohm,664761,1,2025,1.0,0,0.925,1.0,0.0,102.2
Trea Turner,607208,1,2025,0.0,0,0.91,1.0,0.0,99.6
J.T. Realmuto,592663,1,2025,1.0,0,0.88,1.0,0.5,105.3
Edmundo Sosa,624641,1,2024,0.0,0,0.456,1.0,0.0,103.0
Luis Arraez,650333,2,2025,0.0,0,0.392,0.5,0.0,93.6
Brandon Marsh,669016,2,2024–2025,0.5,0,0.288,1.0,0.333,103.8
Bryson Stott,681082,1,2025,0.0,0,0.265,0.0,0.0,94.8
Bryce Harper,547180,2,2025,0.0,0,0.122,1.0,0.667,100.5
Kyle Schwarber,656941,2,2025,0.0,0,0.09,0.0,0.2,67.7
Bryan De La Cruz,650559,1,2024,0.0,0,0.0,,0.667,
