batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Taylor Ward,621493,3,2022,0.333,1,0.565,0.5,0.1,97.9
Julio Rodríguez,677594,10,2022–2025,0.3,1,0.474,0.667,0.095,97.3
Randy Arozarena,668227,7,2024–2025,0.429,0,0.373,0.8,0.154,92.1
Josh Naylor,647304,5,2024–2025,0.2,0,0.283,0.333,0.143,85.4
Cole Young,702284,4,2025,0.0,0,0.257,0.667,0.143,84.4
Dominic Canzone,686527,3,2025,0.0,0,0.233,0.333,0.111,95.1
Weston Wilson,642215,1,2024,1.0,0,0.217,0.0,0.0,63.6
Cal Raleigh,663728,9,2022–2025,0.111,1,0.189,0.75,0.333,97.2
Victor Robles,645302,2,2023,0.0,0,0.062,0.0,0.0,67.0
Brendan Donovan,680977,1,2024,0.0,0,0.049,0.0,0.0,73.9
