batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Rhys Hoskins,656555,5,2022–2026,0.4,1,0.497,0.667,0.429,97.6
Kyle Manzardo,700932,5,2025–2026,0.2,1,0.409,0.667,0.2,98.0
Daniel Schneemann,682177,5,2025–2026,0.2,0,0.261,0.667,0.556,97.8
Austin Hedges,595978,7,2021–2022,0.286,0,0.21,0.2,0.231,80.2
Brayan Rocchio,677587,4,2025–2026,0.25,0,0.206,0.333,0.2,95.7
Steven Kwan,680757,9,2022–2026,0.111,0,0.188,0.182,0.19,85.6
Patrick Bailey,672275,4,2023–2025,0.0,0,0.18,0.0,0.143,91.6
Gabriel Arias,672356,2,2022–2026,0.0,0,0.118,0.5,0.429,90.5
Stuart Fairchild,656413,2,2024,0.0,0,0.076,0.0,0.333,82.8
David Fry,681807,2,2025,0.0,0,0.047,0.0,0.286,63.5
