batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Willson Contreras,575929,10,2017–2022,0.4,2,0.452,0.75,0.294,91.3
Andruw Monasterio,655316,5,2023–2025,0.2,0,0.436,0.5,0.25,89.8
Masataka Yoshida,807799,15,2023–2025,0.533,1,0.414,0.571,0.04,92.9
Romy Gonzalez,663853,5,2024–2025,0.4,0,0.231,0.5,0.429,84.0
Jarren Duran,680776,18,2022–2025,0.389,0,0.223,0.176,0.409,84.4
Caleb Durbin,702332,2,2025,0.5,0,0.221,1.0,0.0,97.2
Carlos Narváez,665966,6,2025,0.167,0,0.209,0.75,0.357,98.0
Ceddanne Rafaela,678882,5,2024–2025,0.2,0,0.148,0.333,0.375,78.0
Wilyer Abreu,677800,11,2024–2025,0.091,0,0.113,0.125,0.222,76.0
Connor Wong,657136,3,2022–2024,0.0,0,0.034,0.0,0.5,69.5
