batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Zac Veen,691728,2,2026,0.5,1,0.891,1.0,0.0,102.8
Brett Sullivan,664954,2,2026,0.5,1,0.886,1.0,0.5,105.5
Cole Carrigg,694249,3,2026,0.333,0,0.51,0.333,0.0,93.4
Ezequiel Tovar,678662,19,2023–2026,0.421,2,0.372,0.429,0.17,91.8
Kyle Karros,691720,3,2026,0.333,0,0.371,0.667,0.167,94.8
Adael Amador,691182,1,2025,0.0,0,0.357,0.0,0.0,89.2
Hunter Goodman,696100,16,2023–2026,0.188,1,0.35,0.462,0.182,91.8
Jordan Beck,687597,8,2024–2025,0.25,1,0.325,0.667,0.357,89.2
Connor Norby,681393,4,2025–2026,0.0,0,0.283,0.667,0.25,94.4
TJ Rumfield,681198,6,2026,0.167,0,0.28,0.2,0.133,80.3
Jake McCarthy,664983,9,2025–2026,0.111,0,0.24,0.333,0.0,83.6
Mickey Moniak,666160,14,2025–2026,0.286,0,0.159,0.5,0.143,94.4
Troy Johnston,687859,5,2025–2026,0.0,0,0.019,0.0,0.429,79.5
