batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Garrett Mitchell,669003,5,2024–2026,0.2,1,0.496,0.4,0.0,82.3
Gary Sánchez,596142,12,2020–2024,0.167,1,0.41,0.5,0.346,93.6
Christian Yelich,592885,41,2016–2026,0.268,1,0.311,0.633,0.163,95.2
Jackson Chourio,694192,8,2024–2026,0.25,1,0.303,0.2,0.278,85.5
William Contreras,661388,32,2021–2026,0.344,1,0.283,0.524,0.333,90.5
Brice Turang,668930,15,2023–2026,0.267,0,0.276,0.154,0.042,84.9
David Hamilton,666152,5,2024–2026,0.2,0,0.24,0.0,0.125,91.0
Sal Frelick,686217,11,2023–2026,0.091,0,0.236,0.111,0.217,81.2
Joey Ortiz,687401,8,2024–2026,0.125,0,0.2,0.0,0.222,76.6
Jake Bauers,641343,9,2018–2026,0.111,0,0.111,0.333,0.5,84.7
Bo Naylor,666310,2,2025,0.0,0,0.0,,0.571,
