batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Tommy Troy,694371,2,2026,0.5,1,0.79,0.5,0.333,89.4
Lourdes Gurriel Jr.,666971,2,2023,0.5,0,0.73,0.5,0.0,96.3
Ketel Marte,606466,7,2023–2026,0.143,1,0.435,0.6,0.176,98.6
Corbin Carroll,682998,6,2023–2026,0.333,1,0.419,0.8,0.375,98.6
Geraldo Perdomo,672695,7,2023–2026,0.143,0,0.162,0.25,0.167,93.5
Gabriel Moreno,672515,6,2023–2026,0.167,0,0.156,0.0,0.182,86.3
Nolan Arenado,571448,5,2026,0.2,1,0.147,0.5,0.455,84.6
Max Kepler,596146,4,2025,0.25,0,0.117,0.0,0.375,78.6
Ildemaro Vargas,545121,2,2026,0.0,0,0.099,0.0,0.0,83.0
Jorge Barrosa,678489,2,2026,0.0,0,0.005,0.0,0.0,85.6
