batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Kazuma Okamoto,672960,3,2026,0.333,1,0.631,1.0,0.0,105.5
Brandon Valenzuela,678218,2,2026,0.5,0,0.494,0.5,0.0,99.2
Vladimir Guerrero Jr.,665489,9,2021–2026,0.444,0,0.438,0.714,0.348,94.9
Myles Straw,664702,5,2021–2026,0.0,0,0.376,0.667,0.375,92.7
Andrés Giménez,665926,4,2024–2025,0.25,0,0.332,0.0,0.143,78.6
Alejandro Kirk,672386,5,2024–2025,0.2,0,0.296,0.4,0.077,95.6
Ernie Clement,676391,8,2024–2026,0.125,0,0.284,0.125,0.182,83.4
George Springer,543807,10,2021–2026,0.0,0,0.187,0.167,0.346,74.0
Charles McAdoo,807727,3,2026,0.333,1,0.141,0.5,0.4,89.5
Josh Smith,669701,5,2022–2024,0.2,0,0.08,0.0,0.286,74.8
