batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Michael Harris II,671739,5,2024,0.4,0,0.404,0.5,0.167,96.6
Mauricio Dubón,643289,6,2022–2025,0.5,0,0.374,0.667,0.0,93.9
Mike Yastrzemski,573262,1,2023,0.0,0,0.36,0.0,0.0,78.6
Austin Riley,663586,16,2020–2025,0.25,0,0.355,0.647,0.347,97.1
Dominic Smith,642086,6,2020–2024,0.333,0,0.298,0.333,0.312,90.8
Ozzie Albies,645277,18,2020–2025,0.333,0,0.271,0.429,0.19,89.7
Drake Baldwin,686948,2,2025,0.0,0,0.247,0.0,0.0,73.2
Matt Olson,621566,16,2022–2025,0.062,0,0.18,0.5,0.4,87.5
Joey Bart,663698,1,2023,0.0,0,0.028,0.0,0.0,79.5
Eli White,642201,2,2025,0.0,0,0.004,0.0,0.25,83.6
