batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Ben Rice,700250,4,2025–2026,0.75,2,0.717,1.0,0.25,103.3
José Caballero,676609,7,2023–2025,0.429,0,0.421,0.429,0.091,74.5
Jasson Domínguez,691176,3,2025,0.667,0,0.374,0.667,0.2,95.9
Cody Bellinger,641355,11,2019–2026,0.182,0,0.348,0.5,0.24,92.1
Anthony Volpe,683011,8,2023–2026,0.125,0,0.32,0.75,0.286,98.5
Paul Goldschmidt,502671,17,2015–2026,0.059,0,0.311,0.222,0.271,85.5
Jazz Chisholm Jr.,665862,10,2021–2026,0.3,0,0.307,0.25,0.348,82.4
Amed Rosario,642708,17,2017–2024,0.235,0,0.294,0.625,0.243,92.0
Spencer Jones,682987,3,2026,1.0,0,0.222,0.667,0.0,94.9
Oswaldo Cabrera,665828,2,2023,0.0,0,0.216,1.0,0.0,100.9
Austin Wells,669224,5,2025–2026,0.0,0,0.128,0.0,0.143,70.0
