batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Paul Goldschmidt,502671,8,2020–2025,0.5,1,0.765,0.556,0.182,93.8
José Caballero,676609,4,2024,0.25,0,0.393,0.0,0.444,78.1
Ben Rice,700250,3,2025,0.333,0,0.268,1.0,0.0,98.0
Amed Rosario,642708,10,2021–2024,0.0,0,0.261,0.364,0.2,89.7
Ryan McMahon,641857,5,2022–2024,0.2,0,0.229,0.0,0.25,76.1
Cody Bellinger,641355,3,2023,0.333,0,0.185,0.0,0.25,82.2
Jazz Chisholm Jr.,665862,3,2025,0.0,0,0.132,0.0,0.0,64.4
Anthony Volpe,683011,10,2023–2025,0.0,0,0.074,0.25,0.348,82.4
Jasson Domínguez,691176,5,2024–2025,0.0,0,0.055,0.0,0.3,72.4
Austin Wells,669224,2,2025,0.0,0,0.036,0.0,0.5,87.3
Max Schuemann,680474,2,2024,0.0,0,0.0,,0.667,
