batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Teoscar Hernández,606192,16,2019–2026,0.375,2,0.571,0.643,0.194,95.7
Mookie Betts,605141,12,2020–2026,0.333,2,0.488,0.4,0.125,89.6
Miguel Rojas,500743,22,2016–2026,0.364,3,0.419,0.4,0.0,88.4
Kyle Tucker,663656,15,2020–2026,0.4,2,0.415,0.3,0.333,89.4
Freddie Freeman,518692,24,2016–2026,0.292,0,0.37,0.579,0.232,94.5
Enrique Hernández,571771,58,2015–2025,0.241,5,0.362,0.5,0.288,92.1
Andy Pages,681624,7,2024–2026,0.286,0,0.33,0.4,0.231,90.4
Will Smith,669257,19,2019–2026,0.105,1,0.277,0.4,0.27,89.5
Max Muncy,571970,5,2018–2020,0.2,0,0.237,0.333,0.429,92.0
Alex Call,669743,6,2022–2026,0.0,0,0.221,0.4,0.375,86.9
Tommy Edman,669242,9,2019–2025,0.0,0,0.132,0.286,0.211,83.5
Alex Freeland,690976,1,2026,0.0,0,,1.0,0.0,104.4
