batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Alejandro Kirk,672386,12,2021–2025,0.5,0,0.434,0.308,0.083,85.5
Vladimir Guerrero Jr.,665489,17,2019–2025,0.353,2,0.419,0.44,0.167,92.6
George Springer,543807,22,2015–2025,0.273,1,0.351,0.36,0.364,88.5
Davis Schneider,676914,5,2023–2024,0.2,1,0.327,0.333,0.25,89.0
Luis Urías,649966,4,2019–2025,0.25,0,0.325,0.667,0.077,96.1
Nathan Lukes,664770,7,2021–2025,0.143,0,0.304,0.143,0.067,89.5
Myles Straw,664702,10,2021–2022,0.3,0,0.254,0.167,0.143,88.5
Andrés Giménez,665926,9,2020–2025,0.333,0,0.235,0.333,0.25,91.5
Ernie Clement,676391,7,2024–2025,0.143,0,0.092,0.0,0.133,78.6
Daulton Varsho,662139,4,2025,0.0,0,0.0,,0.556,
