batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Yordan Alvarez,670541,7,2022–2025,0.286,0,0.38,0.5,0.0,97.9
Yainer Diaz,673237,6,2023–2025,0.167,0,0.334,0.5,0.2,87.4
Christian Vázquez,543877,9,2020–2024,0.222,0,0.282,0.429,0.125,82.3
Christian Walker,572233,9,2024–2025,0.222,1,0.279,0.333,0.333,92.6
LaMonte Wade Jr.,664774,14,2023–2026,0.357,2,0.263,0.375,0.364,81.0
Jose Altuve,514888,12,2022–2025,0.167,1,0.249,0.5,0.375,78.7
Isaac Paredes,670623,5,2022–2025,0.4,0,0.243,0.333,0.1,86.0
Jeremy Peña,665161,9,2023–2025,0.111,0,0.168,0.375,0.118,88.6
Daulton Varsho,662139,6,2023,0.0,0,0.108,0.0,0.091,81.9
Nick Allen,669397,1,2022,0.0,0,0.103,1.0,0.0,98.6
Cam Smith,701358,2,2025,0.0,0,0.0,,0.5,
Taylor Trammell,666211,1,2023,0.0,0,0.0,,1.0,
