batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Jorge Mateo,622761,8,2021–2025,0.5,1,0.491,0.333,0.263,71.5
Junior Caminero,691406,5,2025,0.2,0,0.445,0.75,0.273,105.4
Jonathan Aranda,666018,2,2023–2025,0.0,0,0.347,,0.8,
Chandler Simpson,802415,2,2025,0.5,0,0.332,0.5,0.0,91.4
Yandy Díaz,650490,17,2018–2025,0.294,2,0.315,0.692,0.235,96.3
Nick Fortes,663743,2,2025,0.5,0,0.213,0.0,0.667,91.8
Taylor Walls,670764,4,2024–2025,0.0,0,0.194,0.667,0.571,95.3
Jonny DeLuca,676356,4,2024,0.0,0,0.035,0.0,0.636,92.0
Cedric Mullins,656775,3,2025,0.0,0,0.015,0.0,0.5,75.9
Richie Palacios,680700,2,2024,0.5,1,,0.5,0.0,99.1
