batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Michael Busch,683737,3,2024,0.667,1,0.755,0.5,0.429,100.6
Nico Hoerner,663538,15,2020–2024,0.533,0,0.396,0.385,0.114,92.3
Ian Happ,664023,33,2017–2024,0.273,1,0.345,0.565,0.254,93.1
Carson Kelly,608348,5,2019–2021,0.0,0,0.325,0.5,0.143,91.5
Alex Bregman,608324,19,2019–2024,0.211,1,0.324,0.235,0.065,86.2
Seiya Suzuki,673548,5,2022–2024,0.6,0,0.312,0.667,0.375,93.0
Dansby Swanson,621020,19,2017–2024,0.211,0,0.29,0.4,0.404,83.9
Tyrone Taylor,621438,2,2022,0.0,0,0.261,1.0,0.2,97.0
Michael Conforto,624424,12,2018–2025,0.083,1,0.22,0.333,0.333,91.7
Pete Crow-Armstrong,691718,0,2023,,0,,,,
