batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Rowdy Tellez,642133,3,2023–2024,0.667,1,0.94,1.0,0.286,108.8
Drake Baldwin,686948,2,2025,1.0,0,0.514,0.5,0.333,96.4
Austin Riley,663586,4,2022–2025,0.25,0,0.414,0.667,0.308,98.3
Joey Bart,663698,6,2024–2025,0.167,1,0.306,0.667,0.273,96.3
Michael Harris II,671739,5,2022–2025,0.2,0,0.284,0.6,0.0,99.5
Ozzie Albies,645277,4,2024–2025,0.0,0,0.243,0.333,0.286,90.5
Matt Olson,621566,6,2022–2025,0.167,0,0.12,0.5,0.091,96.0
Ha-Seong Kim,673490,1,2023,0.0,0,0.0,,0.667,
Dominic Smith,642086,1,2023,0.0,0,,0.0,0.0,
Mauricio Dubón,643289,2,2024,0.5,0,,1.0,0.25,102.6
