batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Anthony Volpe,683011,13,2023–2025,0.385,2,0.526,0.583,0.034,94.9
Paul Goldschmidt,502671,10,2021–2025,0.4,1,0.456,0.364,0.217,87.6
Austin Wells,669224,9,2024–2025,0.333,2,0.387,0.556,0.28,87.5
Trent Grisham,663757,7,2021–2025,0.0,0,0.38,0.75,0.231,94.9
Ben Rice,700250,7,2024–2025,0.0,0,0.347,0.4,0.174,89.9
Cody Bellinger,641355,9,2021–2025,0.0,0,0.295,0.571,0.294,94.5
Jasson Domínguez,691176,4,2025,0.0,0,0.286,0.5,0.111,94.6
Ryan McMahon,641857,10,2021–2025,0.4,0,0.264,0.571,0.364,92.4
Jazz Chisholm Jr.,665862,3,2022–2025,0.333,0,0.26,0.5,0.222,96.8
Amed Rosario,642708,1,2019,0.0,0,0.064,0.0,0.0,82.1
Max Schuemann,680474,3,2024,0.333,0,0.046,0.0,0.333,74.6
