batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Eduardo Valencia,680664,5,2026,0.8,1,1.088,0.8,0.0,101.1
John Peck,807726,3,2026,0.333,0,0.898,1.0,0.222,107.9
Max Clark,703601,1,2026,1.0,0,0.687,0.0,0.0,92.8
Kevin McGonigle,805808,4,2026,0.5,0,0.511,0.0,0.0,72.9
Javier Báez,595879,9,2023–2026,0.556,0,0.461,0.429,0.333,91.2
Zach McKinstry,656716,16,2023–2026,0.375,0,0.401,0.429,0.212,87.9
Riley Greene,682985,16,2023–2026,0.25,0,0.347,0.5,0.282,93.5
Gleyber Torres,650402,34,2020–2026,0.324,2,0.344,0.357,0.212,89.2
Colt Keith,690993,12,2025–2026,0.25,0,0.307,0.364,0.105,90.0
Dillon Dingler,693307,9,2025–2026,0.111,1,0.294,0.333,0.235,88.3
Spencer Torkelson,679529,13,2023–2026,0.154,2,0.222,0.273,0.115,83.0
Hao-Yu Lee,701678,5,2026,0.4,0,0.113,0.667,0.2,104.7
Brett Callahan,814430,2,2026,0.0,0,0.0,,0.8,
Ben Malgeri,701162,1,2025,1.0,1,,0.0,0.0,
