batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Carson Kelly,608348,12,2022–2026,0.417,1,0.458,0.364,0.105,90.9
Michael Busch,683737,4,2024–2026,0.75,0,0.456,0.5,0.0,96.8
Seiya Suzuki,673548,18,2022–2026,0.333,0,0.448,0.4,0.109,89.5
Matt Shaw,807713,6,2025,0.333,1,0.428,0.2,0.143,82.3
Tyrone Taylor,621438,11,2022–2026,0.182,1,0.374,0.375,0.296,81.4
Ian Happ,664023,25,2022–2026,0.32,1,0.354,0.316,0.196,89.0
Pete Crow-Armstrong,691718,10,2024–2026,0.4,0,0.343,0.167,0.25,79.6
Alex Bregman,608324,2,2026,0.0,0,0.263,0.0,0.0,92.2
Nico Hoerner,663538,21,2022–2026,0.333,0,0.237,0.15,0.125,85.2
Miguel Amaya,665804,7,2024–2026,0.143,0,0.192,0.0,0.143,78.1
Michael Conforto,624424,4,2024–2025,0.25,0,0.167,0.0,0.3,69.4
Gabriel Arias,672356,9,2024–2026,0.333,0,0.082,0.333,0.458,88.4
