batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Trea Turner,607208,5,2025–2026,0.2,1,0.464,0.6,0.25,95.6
Kyle Schwarber,656941,1,2025,0.0,0,0.346,,0.667,
Bryson Stott,681082,2,2025–2026,0.5,0,0.318,0.0,0.0,72.6
Alec Bohm,664761,4,2025–2026,0.25,0,0.295,1.0,0.273,101.2
Bryce Harper,547180,4,2025–2026,0.0,0,0.25,0.667,0.571,98.9
Edmundo Sosa,624641,2,2026,0.0,0,0.214,1.0,0.667,98.9
Brandon Marsh,669016,3,2025–2026,0.0,0,0.173,,0.455,
Justin Crawford,702222,2,2026,0.0,0,0.116,0.0,0.2,55.3
J.T. Realmuto,592663,2,2025,0.0,0,0.112,0.0,0.25,94.1
Rafael Marchán,665561,2,2026,0.0,0,0.006,0.0,0.25,70.9
