batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Dalton Rushing,687221,2,2025,0.5,0,0.683,1.0,0.333,107.6
Kyle Tucker,663656,5,2025,0.4,1,0.429,0.6,0.071,96.9
Andy Pages,681624,6,2024–2025,0.667,1,0.313,0.4,0.2,89.0
Shohei Ohtani,660271,11,2024–2025,0.182,1,0.301,0.6,0.444,91.5
Freddie Freeman,518692,10,2024–2025,0.1,0,0.259,0.3,0.15,88.4
Miguel Rojas,500743,2,2025,0.5,0,0.25,0.5,0.0,85.6
Mookie Betts,605141,8,2024–2025,0.0,0,0.175,0.143,0.188,87.5
Will Smith,669257,6,2024–2025,0.167,0,0.174,0.5,0.167,93.0
Santiago Espinal,669289,4,2024,0.0,0,0.14,0.5,0.167,94.9
Alex Call,669743,2,2025,0.0,0,0.089,0.0,0.143,74.3
Max Muncy,571970,2,2025,0.0,0,0.016,1.0,0.333,100.5
