batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Travis Bazzana,683953,0,2026,,0,0.729,,,
Patrick Bailey,672275,0,2025,,0,0.691,,0.0,
Angel Martínez,682657,1,2026,0.0,0,0.507,1.0,0.0,107.0
José Ramírez,608070,14,2021–2025,0.5,0,0.482,0.385,0.088,89.1
Austin Hedges,595978,9,2021–2026,0.333,1,0.358,0.5,0.111,92.8
Nathaniel Lowe,663993,4,2023–2025,0.25,0,0.289,0.25,0.0,83.4
Steven Kwan,680757,11,2022–2026,0.091,0,0.226,0.3,0.19,85.2
David Fry,681807,4,2023–2026,0.0,0,0.153,0.0,0.222,87.4
Brayan Rocchio,677587,5,2024–2026,0.2,0,0.102,0.25,0.25,84.5
Chase DeLauter,800050,1,2026,0.0,0,0.102,0.0,0.0,71.5
Jo Adell,666176,1,2020–2024,0.0,0,,,1.0,
