batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Bryce Harper,547180,3,2021–2023,0.667,1,0.661,0.667,0.0,98.4
Bryan De La Cruz,650559,5,2021–2023,0.6,2,0.591,1.0,0.429,102.8
Bryson Stott,681082,4,2023–2025,0.25,1,0.506,0.5,0.25,100.2
Rafael Marchán,665561,2,2025,0.5,0,0.442,0.5,0.333,93.1
Kyle Schwarber,656941,5,2023–2025,0.4,1,0.426,0.6,0.533,99.1
Alec Bohm,664761,4,2023–2025,0.25,0,0.403,0.4,0.111,85.9
Trea Turner,607208,6,2021–2023,0.167,0,0.384,0.571,0.154,95.3
Edmundo Sosa,624641,5,2021–2025,0.2,1,0.291,0.4,0.125,94.5
Brandon Marsh,669016,1,2021,1.0,0,0.231,0.0,0.0,87.9
J.T. Realmuto,592663,1,2021,0.0,0,0.011,0.0,0.0,91.4
