batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Cole Carrigg,694249,3,2026,0.333,1,0.557,0.333,0.0,79.8
Kyle Karros,691720,7,2025–2026,0.571,0,0.492,0.167,0.333,79.9
Troy Johnston,687859,3,2026,0.333,0,0.433,0.5,0.222,93.4
Tyler Freeman,671289,10,2022–2026,0.3,0,0.397,0.222,0.095,90.0
Hunter Goodman,696100,12,2025–2026,0.5,0,0.372,0.6,0.242,93.7
Ezequiel Tovar,678662,6,2025–2026,0.167,0,0.21,0.25,0.308,89.3
Willi Castro,650489,7,2021–2026,0.143,0,0.164,0.429,0.192,82.0
Jake McCarthy,664983,5,2026,0.2,0,0.129,0.0,0.5,66.7
Braxton Fulford,690924,4,2025–2026,0.0,0,0.027,0.0,0.5,79.5
Mickey Moniak,666160,3,2020–2023,0.333,0,0.0,0.0,0.8,
