batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Nelson Velázquez,676369,2,2026,1.0,1,1.109,0.5,0.25,100.9
Yainer Diaz,673237,2,2023,0.5,1,0.783,0.5,0.0,87.6
Christian Walker,572233,3,2023–2024,0.667,0,0.663,0.667,0.4,98.7
Jose Altuve,514888,50,2015–2023,0.28,1,0.4,0.475,0.086,92.5
Yordan Alvarez,670541,20,2021–2023,0.3,1,0.385,0.667,0.138,97.3
Jeremy Peña,665161,14,2022–2023,0.143,0,0.321,0.333,0.172,85.4
Daulton Varsho,662139,3,2023,0.0,0,0.313,0.333,0.0,71.3
Christian Vázquez,543877,10,2019–2025,0.2,0,0.262,0.0,0.125,81.0
Isaac Paredes,670623,6,2022–2023,0.167,0,0.244,0.2,0.0,85.1
Nick Allen,669397,11,2022–2025,0.273,0,0.237,0.455,0.062,80.6
Jorge Barrosa,678489,2,2026,0.0,0,0.0,0.0,0.25,88.4
