batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Elly De La Cruz,682829,5,2026,0.4,1,0.646,1.0,0.286,108.5
Carlos Jorge,699115,1,2026,0.0,0,0.547,1.0,0.0,97.7
Eugenio Suárez,553993,11,2025–2026,0.455,1,0.533,0.556,0.1,93.2
Tyler Stephenson,663886,4,2026,0.5,0,0.529,0.667,0.444,98.0
Héctor Rodríguez,699302,2,2026,0.5,0,0.407,0.0,0.6,65.1
Matt McLain,680574,1,2026,0.0,0,0.321,0.0,0.0,82.5
JJ Bleday,668709,10,2022–2026,0.2,0,0.318,0.333,0.471,88.1
Jose Trevino,624431,4,2020–2026,0.0,0,0.288,0.667,0.167,94.2
Sal Stewart,701398,5,2026,0.2,0,0.245,0.667,0.5,98.0
Dane Myers,667472,3,2026,0.0,0,0.066,0.0,0.0,72.1
Juan Brito,682877,2,2026,0.0,0,0.0,0.0,0.0,65.2
TJ Friedl,670770,2,2023,0.0,0,,0.0,0.0,
