batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Cole Young,702284,3,2026,1.0,1,0.748,0.667,0.2,100.4
Julio Rodríguez,677594,8,2022–2026,0.5,0,0.474,0.5,0.19,93.3
Luke Raley,670042,11,2023–2026,0.455,2,0.403,0.375,0.375,93.7
Rob Refsnyder,608701,1,2022,0.0,0,0.36,,0.0,
Colt Emerson,806068,1,2026,0.0,0,0.351,,0.0,
Randy Arozarena,668227,16,2022–2026,0.188,1,0.305,0.154,0.306,88.4
Dominic Canzone,686527,4,2023–2026,0.25,1,0.276,0.333,0.286,76.9
Josh Naylor,647304,5,2022–2026,0.0,0,0.21,0.5,0.0,88.8
Miles Mastrobuoni,670156,2,2026,0.0,0,0.13,0.0,0.5,91.0
Jhonny Pereda,640902,2,2026,0.0,0,0.066,0.0,0.0,68.0
