batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Kyle Schwarber,656941,23,2018–2026,0.261,2,0.402,0.412,0.269,88.4
Luis Arraez,650333,10,2021–2026,0.4,0,0.317,0.25,0.071,88.7
Bryce Harper,547180,15,2018–2026,0.267,0,0.285,0.091,0.267,81.9
Trea Turner,607208,22,2018–2026,0.409,0,0.279,0.444,0.273,92.2
Alec Bohm,664761,8,2026,0.25,0,0.279,0.143,0.071,86.5
J.T. Realmuto,592663,8,2018–2021,0.375,0,0.219,0.286,0.214,89.5
Edmundo Sosa,624641,3,2021,0.0,0,0.157,0.0,0.143,87.4
Justin Crawford,702222,6,2026,0.0,0,0.152,0.5,0.385,90.9
Brandon Marsh,669016,5,2026,0.0,0,0.15,0.2,0.25,86.8
Rafael Marchán,665561,4,2026,0.0,0,0.149,0.333,0.111,90.5
Derek Hill,656537,3,2021,0.0,0,0.123,0.0,0.6,80.9
Bryson Stott,681082,8,2026,0.0,0,0.079,0.2,0.188,81.6
Garrett Stubbs,596117,5,2019–2026,0.2,0,0.079,0.0,0.0,79.0
Bryan De La Cruz,650559,2,2023,0.5,0,0.032,0.0,0.333,73.5
