batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Brandon Lowe,664040,3,2024,0.667,0,0.491,0.667,0.167,95.8
Marcell Ozuna,542303,5,2025–2026,0.2,0,0.483,0.25,0.091,84.1
Jared Triolo,669707,4,2023–2026,0.5,0,0.46,0.333,0.222,88.2
Ryan O'Hearn,656811,3,2025,0.0,0,0.24,0.0,0.0,84.9
Bryan Reynolds,668804,9,2023–2026,0.444,0,0.233,0.286,0.5,85.0
Jake Mangum,663968,6,2025–2026,0.0,0,0.158,0.167,0.0,71.2
Endy Rodríguez,682848,5,2023–2025,0.0,0,0.139,0.0,0.0,80.2
Henry Davis,680779,7,2023–2026,0.143,1,0.105,0.333,0.158,91.6
Nick Gonzales,693304,3,2026,0.0,0,0.054,0.0,0.571,75.8
Spencer Horwitz,687462,2,2026,0.0,0,0.0,,0.25,
