batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Jakob Marsee,805300,3,2025,0.333,0,0.386,0.5,0.2,93.8
Heriberto Hernández,681715,8,2025–2026,0.375,0,0.381,0.167,0.385,85.1
Javier Sanoja,691594,2,2025,0.0,0,0.226,0.667,0.0,90.3
Xavier Edwards,669364,10,2023–2026,0.3,0,0.213,0.273,0.095,83.9
Otto Lopez,672640,4,2025,0.25,0,0.191,0.25,0.167,86.8
Brian Navarreto,640459,3,2026,0.0,0,,0.5,0.429,96.3
Esteury Ruiz,665923,3,2026,0.0,0,,0.0,0.333,91.2
Griffin Conine,665052,2,2025–2026,0.5,1,,1.0,0.0,95.8
Joe Mack,691788,2,2026,0.0,0,,0.5,0.0,85.9
Kyle Stowers,669065,2,2026,0.0,0,,0.0,0.167,82.0
Leo Jiménez,677870,1,2025,0.0,0,,0.0,0.0,92.6
