batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Drake Baldwin,686948,9,2025–2026,0.444,2,0.589,0.833,0.318,100.4
Ronald Acuña Jr.,660670,9,2023–2026,0.444,1,0.506,0.6,0.421,94.8
Austin Riley,663586,7,2023–2026,0.429,0,0.336,0.833,0.25,99.8
Ozzie Albies,645277,9,2023–2026,0.222,1,0.321,0.333,0.2,86.8
Dominic Smith,642086,7,2023–2026,0.429,0,0.316,0.286,0.154,84.5
Michael Harris II,671739,9,2025–2026,0.444,0,0.316,0.444,0.25,88.0
Sean Murphy,669221,3,2023–2026,0.333,0,0.314,1.0,0.286,113.2
Mike Yastrzemski,573262,2,2026,0.5,0,0.307,0.5,0.0,98.0
Mauricio Dubón,643289,5,2026,0.4,0,0.214,0.4,0.222,87.9
Matt Olson,621566,11,2023–2026,0.273,0,0.175,0.167,0.296,86.6
