batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Jacob Young,696285,7,2024–2026,0.286,1,0.38,0.571,0.143,91.7
Nasim Nuñez,683083,2,2026,0.5,0,0.329,1.0,0.143,100.5
Jorbit Vivas,678391,2,2026,0.5,0,0.307,0.5,0.0,86.0
Keibert Ruiz,660688,14,2019–2026,0.214,1,0.292,0.316,0.167,90.9
Dylan Crews,686611,9,2024–2026,0.444,1,0.267,0.667,0.188,97.0
Daylen Lile,695734,2,2025,0.0,0,0.253,0.0,0.375,91.9
José Tena,677588,5,2025–2026,0.2,0,0.237,0.0,0.333,66.9
James Wood,695578,11,2024–2026,0.273,0,0.197,0.8,0.455,97.3
CJ Abrams,682928,12,2022–2025,0.083,0,0.134,0.5,0.52,87.1
Andrés Chaparro,665953,2,2026,0.0,0,0.108,0.0,0.667,94.9
Brady House,691781,2,2025,0.0,0,0.0,,0.667,
