batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Ronald Acuña Jr.,660670,17,2022–2026,0.235,0,0.337,0.25,0.342,82.0
Austin Riley,663586,25,2021–2026,0.24,0,0.328,0.533,0.368,91.1
Ozzie Albies,645277,26,2021–2026,0.192,0,0.322,0.286,0.276,88.0
Dominic Smith,642086,12,2021–2023,0.167,0,0.294,0.111,0.333,81.0
Michael Harris II,671739,16,2022–2026,0.25,0,0.269,0.625,0.486,92.8
Mauricio Dubón,643289,13,2020–2026,0.462,0,0.264,0.231,0.1,87.7
Ha-Seong Kim,673490,14,2022–2026,0.143,0,0.213,0.6,0.227,92.2
Matt Olson,621566,30,2022–2026,0.2,1,0.205,0.381,0.279,85.2
Sean Murphy,669221,12,2022–2025,0.083,0,0.161,0.5,0.226,94.4
Kyle Farmer,571657,9,2021–2025,0.111,0,0.128,0.333,0.357,92.7
Mike Yastrzemski,573262,7,2020–2023,0.0,0,0.065,0.0,0.333,77.4
Drake Baldwin,686948,4,2026,0.0,0,0.055,0.0,0.5,69.4
