batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Kody Clemens,665019,2,2026,0.0,0,0.487,0.5,0.0,93.4
Luke Keaschall,807712,4,2026,0.25,0,0.443,0.0,0.111,69.7
Ryan Jeffers,680777,4,2026,0.25,0,0.397,0.5,0.0,84.8
Josh Bell,605137,7,2018–2026,0.286,0,0.35,0.667,0.158,93.3
Walker Jenkins,805805,1,2026,0.0,0,0.349,,0.25,
Trevor Larnach,663616,5,2026,0.2,0,0.342,1.0,0.286,99.6
Brooks Lee,686797,6,2026,0.167,0,0.215,0.0,0.2,84.1
Royce Lewis,668904,4,2026,0.0,0,0.175,0.0,0.4,82.6
Kaelen Culpepper,701785,2,2026,0.0,0,0.052,0.0,0.429,76.6
Victor Caratini,605170,3,2020–2026,0.0,0,0.003,0.0,0.2,80.2
Ryan Kreidler,668952,1,2026,0.0,0,,,0.25,
