batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Henry Davis,680779,4,2025–2026,0.75,1,0.775,0.75,0.0,101.6
Ryan O'Hearn,656811,4,2023–2026,0.75,0,0.672,1.0,0.0,103.9
Bryan Reynolds,668804,12,2021–2026,0.417,2,0.578,0.643,0.206,97.1
Endy Rodríguez,682848,2,2025,0.0,0,0.403,1.0,0.25,100.5
Billy Cook,695257,2,2024,0.5,0,0.38,0.0,0.2,70.3
Marcell Ozuna,542303,7,2024–2026,0.0,0,0.317,0.286,0.35,84.9
Nick Gonzales,693304,10,2024–2026,0.2,0,0.289,0.273,0.045,77.5
Brandon Lowe,664040,10,2021–2026,0.0,0,0.234,0.167,0.344,81.6
Jared Triolo,669707,7,2024–2025,0.143,0,0.224,0.286,0.091,88.5
Konnor Griffin,804606,2,2026,0.0,0,0.194,0.0,0.333,80.9
Jake Mangum,663968,3,2025,0.0,0,0.114,0.0,0.143,86.1
