batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Taylor Trammell,666211,2,2025,0.5,1,0.812,1.0,0.0,103.4
Yordan Alvarez,670541,6,2023–2026,0.667,1,0.811,0.667,0.083,99.5
Brice Matthews,694728,1,2026,0.0,0,0.398,0.0,0.5,93.6
Christian Walker,572233,10,2023–2026,0.3,1,0.374,0.5,0.067,94.9
Christian Vázquez,543877,9,2023–2026,0.333,0,0.313,0.636,0.217,95.1
Jake Meyers,676694,3,2025,1.0,0,0.242,0.0,0.0,63.8
Isaac Paredes,670623,8,2025–2026,0.0,0,0.228,0.5,0.182,95.3
Yainer Diaz,673237,7,2023–2025,0.429,0,0.199,0.286,0.2,88.2
Cam Smith,701358,8,2025–2026,0.125,0,0.18,1.0,0.421,106.8
Jose Altuve,514888,5,2025–2026,0.0,0,0.133,0.2,0.25,79.7
Jeremy Peña,665161,6,2023–2025,0.0,0,0.085,0.0,0.417,79.6
