batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Seiya Suzuki,673548,2,2026,0.5,1,0.924,1.0,0.5,107.7
Moisés Ballesteros,694208,2,2026,0.5,0,0.55,1.0,0.0,101.8
Dansby Swanson,621020,4,2021–2026,0.25,0,0.395,0.167,0.091,87.3
Carson Kelly,608348,3,2022–2026,0.333,0,0.381,0.5,0.25,87.2
Pete Crow-Armstrong,691718,3,2026,0.333,0,0.35,0.0,0.0,61.5
Michael Conforto,624424,7,2024–2025,0.0,0,0.331,0.143,0.1,83.3
Michael Busch,683737,4,2024–2026,0.25,0,0.214,0.75,0.286,96.6
Nico Hoerner,663538,2,2026,0.0,0,0.197,0.5,0.5,76.4
Alex Bregman,608324,5,2024–2026,0.0,0,0.18,0.0,0.3,82.8
Ian Happ,664023,6,2022–2026,0.0,0,0.149,0.6,0.0,93.7
