batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Logan O'Hoppe,681351,11,2023–2026,0.455,2,0.443,0.444,0.261,88.2
Corey Seager,608369,33,2022–2026,0.333,1,0.394,0.552,0.227,92.5
Brandon Nimmo,607043,14,2023–2026,0.214,2,0.393,0.545,0.2,91.7
Joc Pederson,592626,19,2023–2026,0.316,0,0.35,0.615,0.277,94.2
Jake Burger,669394,14,2022–2026,0.286,0,0.249,0.556,0.324,95.0
Wyatt Langford,694671,19,2024–2026,0.263,0,0.245,0.167,0.15,86.3
Nicky Lopez,670032,14,2021–2026,0.357,0,0.192,0.143,0.143,73.9
Danny Jansen,643376,4,2026,0.0,0,0.186,0.333,0.286,75.1
Evan Carter,694497,21,2023–2026,0.238,2,0.178,0.333,0.279,82.3
Ezequiel Duran,677649,15,2022–2026,0.133,0,0.126,0.273,0.241,84.8
Elias Díaz,553869,2,2026,0.0,0,0.044,0.0,0.333,67.4
Cam Cauley,695508,1,2026,1.0,1,,1.0,0.0,112.9
